0.000095	 0.999998
0.878050	 -0.478569
-0.840363	 -0.542027
-0.073851	 0.997269
0.910955	 -0.412502
-0.798096	 -0.602531
-0.147203	 0.989105
0.938965	 -0.344011
-0.751482	 -0.659754
-0.219755	 0.975555
0.961781	 -0.273821
-0.700638	 -0.713518
-0.291109	 0.956690
0.979357	 -0.202137
-0.646103	 -0.763250
-0.361057	 0.932543
0.991598	 -0.129353
-0.588049	 -0.808826
-0.428854	 0.903374
0.998438	 -0.055864
-0.526793	 -0.849995
-0.494316	 0.869284
0.999834	 0.018118
-0.462666	 -0.886534
-0.557085	 0.830456
0.995775	 0.091812
-0.395842	 -0.918320
-0.616817	 0.787106
0.986292	 0.165007
-0.327032	 -0.945013
-0.673334	 0.739340
0.971436	 0.237303
-0.256441	 -0.966560
-0.726030	 0.687664
0.951288	 0.308306
-0.184452	 -0.982841
-0.774771	 0.632242
0.925884	 0.377806
-0.111460	 -0.993769
-0.819292	 0.573376
0.895498	 0.445066
-0.037668	 -0.999289
-0.859350	 0.511387
0.860233	 0.509903
0.036137	 -0.999346
-0.894814	 0.446440
0.820282	 0.571960
0.109745	 -0.993959
-0.925304	 0.379227
0.775862	 0.630903
0.182756	 -0.983158
-0.950754	 0.309946
0.727083	 0.686550
0.254772	 -0.967001
-0.971024	 0.238979
0.674467	 0.738306
0.325583	 -0.945513
-0.986006	 0.166708
0.618176	 0.786041
0.394432	 -0.918924
-0.995634	 0.093340
0.558516	 0.829494
0.461134	 -0.887331
-0.999805	 0.019651
0.495815	 0.868429
0.525324	 -0.850903
-0.998533	 -0.054142
0.430241	 0.902716
0.586653	 -0.809839
-0.991819	 -0.127642
0.362488	 0.931988
0.644932	 -0.764240
-0.979704	 -0.200447
0.292761	 0.956186
0.699543	 -0.714592
-0.962200	 -0.272345
0.221439	 0.975174
0.750341	 -0.661051
-0.939491	 -0.342571
0.148911	 0.988850
0.797054	 -0.603909
-0.911667	 -0.410931
0.075380	 0.997154
0.839426	 -0.543476
-0.878876	 -0.477053
0.001629	 0.999998
0.877316	 -0.479914
-0.841297	 -0.540575
-0.072130	 0.997395
0.910322	 -0.413900
-0.799019	 -0.601307
-0.145496	 0.989359
0.938370	 -0.345631
-0.752493	 -0.658602
-0.218071	 0.975933
0.961308	 -0.275480
-0.701868	 -0.712307
-0.289642	 0.957134
0.979006	 -0.203827
-0.647419	 -0.762135
-0.359447	 0.933165
0.991398	 -0.130875
-0.589443	 -0.807810
-0.427296	 0.904112
0.998350	 -0.057396
-0.528095	 -0.849186
-0.492815	 0.870134
0.999865	 0.016394
-0.464024	 -0.885822
-0.555651	 0.831417
0.995932	 0.090094
-0.397427	 -0.917635
-0.615610	 0.788052
0.986576	 0.163305
-0.328663	 -0.944447
-0.672056	 0.740501
0.971798	 0.235811
-0.258108	 -0.966116
-0.724842	 0.688915
0.951759	 0.306847
-0.185961	 -0.982557
-0.773680	 0.633577
0.926535	 0.376207
-0.112984	 -0.993597
-0.818302	 0.574789
0.896265	 0.443521
-0.039392	 -0.999224
-0.858566	 0.512705
0.861111	 0.508417
0.034410	 -0.999407
-0.894043	 0.447983
0.821157	 0.570702
0.108030	 -0.994146
-0.924648	 0.380823
0.776829	 0.629713
0.181248	 -0.983437
-0.950218	 0.311586
0.728268	 0.685293
0.253288	 -0.967390
-0.970612	 0.240654
0.675739	 0.737141
0.323950	 -0.946074
-0.985748	 0.168221
0.619532	 0.784973
0.392845	 -0.919605
-0.995472	 0.095058
0.559788	 0.828636
0.459602	 -0.888124
-0.999771	 0.021378
0.497147	 0.867666
0.524019	 -0.851707
-0.998625	 -0.052418
0.431797	 0.901972
0.585409	 -0.810738
-0.992039	 -0.125931
0.364096	 0.931362
0.643612	 -0.765352
-0.980011	 -0.198944
0.294411	 0.955679
0.698307	 -0.715797
-0.962667	 -0.270683
0.222935	 0.974833
0.749201	 -0.662344
-0.940083	 -0.340948
0.150427	 0.988621
